,PLAYER_ID,RANK,PLAYER,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,YEAR,team_full_name,abbreviation,birthDate,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,draft_year,height,name,position,weight,salary,season_end,season_start
2896,281,184,Scott Williams,77,1781,206,434,0.475,0,7,0.0,79,107,0.738,173,312,485,59,71,40,84,237,491,806,0.7,0.85,1994-95,Philadelphia 76ers,PHL,"March 21, 1968",0.6,46.7,11.1,72.1,746.0,13.3,5.1,4.7,26.4,46.8,,6-10,Scott Williams,Center and Power Forward,230lb,1500000.0,1995.0,1994.0
2897,81,209,Jeff Grayer,47,1098,163,381,0.428,5,15,0.333,58,83,0.699,58,91,149,74,27,4,56,80,389,344,1.32,0.48,1994-95,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2898,117,220,Jeff Malone,19,660,144,284,0.507,11,28,0.393,51,59,0.864,11,44,55,29,15,0,29,35,350,272,1.0,0.52,1994-95,Philadelphia 76ers,PHL,"June 28, 1961",2.4,48.4,26.8,87.1,905.0,15.2,19.0,2.6,54.2,48.7,1983,6-4,Jeff Malone,Shooting Guard,205lb,1930000.0,1995.0,1994.0
2899,308,243,Derrick Alston,64,1032,120,258,0.465,0,4,0.0,59,120,0.492,98,121,219,33,39,35,53,107,299,373,0.62,0.74,1994-95,Philadelphia 76ers,PHL,"August 20, 1972",0.7,48.9,14.3,48.7,139.0,11.7,5.4,3.8,2.6,49.0,1994,6-11,Derrick Alston,Center,225lb,150000.0,1995.0,1994.0
2900,76001,260,Alaa Abdelnaby,54,506,118,231,0.511,0,2,0.0,20,35,0.571,37,77,114,13,15,12,45,104,256,237,0.29,0.33,1994-95,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2901,37,263,Greg Graham,50,775,95,223,0.426,6,28,0.214,55,73,0.753,19,43,62,66,29,6,48,76,251,220,1.38,0.6,1994-95,Philadelphia 76ers,PHL,"November 26, 1970",1.0,40.7,29.0,77.5,207.0,10.6,4.5,1.1,1.3,43.7,1993,6-4,Greg Graham,Shooting Guard,174lb,910000.0,1995.0,1994.0
2902,189,287,B.J. Tyler,55,809,72,189,0.381,16,51,0.314,35,50,0.7,13,49,62,174,36,2,97,58,195,240,1.79,0.37,1994-95,Philadelphia 76ers,PHL,"April 30, 1971",3.2,38.1,31.4,70.0,55.0,8.5,3.5,1.1,-0.7,42.3,1994,6-1,B.J. Tyler,Point Guard,185lb,715000.0,1995.0,1994.0
2903,897,335,Tim Perry,42,446,27,78,0.346,0,14,0.0,22,40,0.55,38,51,89,12,10,15,21,51,76,112,0.57,0.48,1994-95,Philadelphia 76ers,PHL,"June 4, 1965",0.9,48.5,31.8,64.8,481.0,12.4,6.8,4.0,14.6,50.1,1988,6-9,Tim Perry,Power Forward and Center,200lb,1750000.0,1995.0,1994.0
2904,1114,339,Jaren Jackson,21,257,25,68,0.368,4,15,0.267,16,24,0.667,18,24,42,19,9,5,17,33,70,77,1.12,0.53,1994-95,Philadelphia 76ers,PHL,"October 27, 1967",1.2,39.1,35.3,76.4,431.0,10.1,5.5,1.8,11.5,46.9,,6-4,Jaren Jackson,Shooting Guard,190lb,140350.0,1995.0,1994.0
2905,76770,347,Corey Gaines,11,280,24,51,0.471,2,15,0.133,5,11,0.455,1,17,18,33,8,1,14,23,55,68,2.36,0.57,1994-95,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2906,76952,351,Jerome Harmon,10,158,21,53,0.396,1,1,1.0,3,6,0.5,9,14,23,12,9,0,7,12,46,48,1.71,1.29,1994-95,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2907,76732,372,Alphonso Ford,5,98,9,39,0.231,0,9,0.0,1,2,0.5,8,12,20,9,1,0,8,5,19,10,1.13,0.13,1994-95,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2908,711,33,Jerry Stackhouse,72,2701,452,1091,0.414,93,292,0.318,387,518,0.747,90,175,265,278,76,79,252,179,1384,1060,1.1,0.3,1995-96,Philadelphia 76ers,PHL,"November 5, 1974",3.3,40.9,30.9,82.2,970.0,16.5,16.9,3.2,52.4,44.6,1995,6-6,Jerry Stackhouse,Shooting Guard and Small Forward,218lb,1987000.0,1996.0,1995.0
2909,221,37,Clar. Weatherspoon,78,3096,491,1015,0.484,0,2,0.0,318,426,0.746,237,516,753,158,112,108,179,214,1300,1620,0.88,0.63,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2910,137,46,Vernon Maxwell,75,2467,410,1052,0.39,146,460,0.317,251,332,0.756,39,190,229,330,96,12,215,182,1217,946,1.54,0.45,1995-96,Philadelphia 76ers,PHL,"September 12, 1965",3.4,39.8,32.0,73.3,855.0,12.7,12.8,2.6,27.4,46.2,1988,6-4,Vernon Maxwell,Point Guard and Shooting Guard,180lb,1000000.0,1996.0,1995.0
2911,460,128,Trevor Ruffin,61,1551,263,648,0.406,104,284,0.366,148,182,0.813,21,111,132,269,43,2,149,132,778,656,1.81,0.29,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2912,763,182,Tony Massenburg,54,1463,214,432,0.495,0,3,0.0,111,157,0.707,127,225,352,30,28,20,73,140,539,632,0.41,0.38,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2913,291,193,Ed Pinckney,74,1710,171,335,0.51,0,3,0.0,136,179,0.76,189,269,458,72,64,28,77,156,478,816,0.94,0.83,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2914,308,201,Derrick Alston,73,1614,198,387,0.512,1,3,0.333,55,112,0.491,127,175,302,61,56,52,59,191,452,618,1.03,0.95,1995-96,Philadelphia 76ers,PHL,"August 20, 1972",0.7,48.9,14.3,48.7,139.0,11.7,5.4,3.8,2.6,49.0,1994,6-11,Derrick Alston,Center,225lb,350000.0,1996.0,1995.0
2915,925,230,Sean Higgins,44,916,134,323,0.415,48,129,0.372,35,37,0.946,20,72,92,55,24,11,49,90,351,293,1.12,0.49,1995-96,Philadelphia 76ers,PHL,"December 30, 1968",1.0,42.8,32.1,85.0,220.0,9.5,6.3,1.8,0.4,46.4,1990,6-9,Sean Higgins,Power Forward and Small Forward,205lb,500000.0,1996.0,1995.0
2916,357,267,Greg Sutton,48,655,85,217,0.392,47,117,0.402,35,46,0.761,8,42,50,102,25,2,62,92,252,226,1.65,0.4,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2917,30,273,Richard Dumas,39,739,95,203,0.468,2,9,0.222,49,70,0.7,42,57,99,44,42,6,49,79,241,254,0.9,0.86,1995-96,Philadelphia 76ers,PHL,"May 19, 1969",1.1,50.9,23.1,69.4,102.0,15.9,10.6,3.4,4.5,51.1,1991,6-7,Richard Dumas,Power Forward and Small Forward,200lb,225000.0,1996.0,1995.0
2918,777,301,Rex Walters,44,610,61,148,0.412,22,66,0.333,42,52,0.808,13,42,55,106,25,4,41,53,186,238,2.59,0.61,1995-96,Philadelphia 76ers,PHL,"March 12, 1970",1.7,44.1,36.1,80.9,335.0,11.2,4.6,1.2,6.3,51.4,1993,6-4,Rex Walters,Point Guard and Shooting Guard,190lb,1040000.0,1996.0,1995.0
2919,934,327,Derrick Coleman,11,294,48,118,0.407,7,21,0.333,20,32,0.625,13,59,72,31,4,10,28,30,123,130,1.11,0.14,1995-96,Philadelphia 76ers,PHL,"June 21, 1967",2.5,44.7,29.5,76.9,781.0,18.0,16.5,9.3,64.3,46.2,1990,6-10,Derrick Coleman,Power Forward and Center,230lb,5476000.0,1996.0,1995.0
2920,78,348,LaSalle Thompson,44,773,33,83,0.398,0,0,0.0,19,24,0.792,62,137,199,26,19,20,37,125,85,257,0.7,0.51,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2921,101,362,Scott Skiles,10,236,20,57,0.351,15,34,0.441,8,10,0.8,1,15,16,38,7,0,16,21,63,69,2.38,0.44,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2922,281,377,Scott Williams,13,193,15,29,0.517,0,2,0.0,10,12,0.833,13,33,46,5,6,7,8,27,40,80,0.63,0.75,1995-96,Philadelphia 76ers,PHL,"March 21, 1968",0.6,46.7,11.1,72.1,746.0,13.3,5.1,4.7,26.4,46.8,,6-10,Scott Williams,Center and Power Forward,230lb,1950000.0,1996.0,1995.0
2923,1479,390,Mike Brown,9,162,9,16,0.563,0,0,0.0,8,17,0.471,14,23,37,3,3,2,6,24,26,49,0.5,0.5,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2924,1027,394,Trevor Wilson,6,79,10,20,0.5,0,0,0.0,3,4,0.75,7,7,14,4,3,0,1,9,23,32,4.0,3.0,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2925,1120,408,Elmer Bennett,8,66,4,17,0.235,0,0,0.0,3,4,0.75,1,4,5,8,1,1,7,6,11,5,1.14,0.14,1995-96,Philadelphia 76ers,PHL,,,,,,,,,,,,,,,,,,,
2926,698,8,Eddie Johnson,82,3029,769,1565,0.491,13,54,0.241,325,373,0.871,151,256,407,273,83,22,225,237,1876,1592,1.21,0.37,1984-85,Kansas City Kings,KCK,"May 1, 1959",2.1,47.2,33.5,84.0,1199.0,15.9,16.0,4.0,65.6,48.9,1981,6-7,Eddie Johnson,Shooting Guard and Small Forward,215lb,225000.0,1985.0,1984.0
2927,78310,45,Reggie Theus,82,2543,501,1029,0.487,5,38,0.132,334,387,0.863,106,164,270,656,95,18,307,250,1341,1492,2.14,0.31,1984-85,Kansas City Kings,KCK,"October 13, 1957",6.3,47.1,25.2,82.6,1026.0,16.6,18.5,3.3,66.9,47.9,1978,6-7,Reggie Theus,Shooting Guard and Point Guard,190lb,435000.0,1985.0,1984.0
2928,78614,46,Mike Woodson,78,1998,530,1068,0.496,5,21,0.238,264,330,0.8,69,129,198,143,117,28,139,216,1329,1072,1.03,0.84,1984-85,Kansas City Kings,KCK,"March 24, 1958",2.3,46.6,27.1,81.3,786.0,15.0,14.0,2.3,34.6,47.3,1980,6-5,Mike Woodson,Shooting Guard,195lb,375000.0,1985.0,1984.0
2929,76599,70,Larry Drew,72,2373,457,913,0.501,7,28,0.25,154,194,0.794,39,125,164,484,93,8,179,147,1075,1149,2.7,0.52,1984-85,Kansas City Kings,KCK,"April 2, 1958",5.2,46.7,29.1,79.8,714.0,14.0,11.4,1.8,24.4,47.5,1980,6-1,Larry Drew,Point Guard,170lb,700000.0,1985.0,1984.0
2930,901,73,Otis Thorpe,82,1918,411,685,0.6,0,2,0.0,230,371,0.62,187,369,556,111,34,37,187,256,1052,1188,0.59,0.18,1984-85,Kansas City Kings,KCK,"August 5, 1962",2.2,54.6,4.7,68.7,1257.0,16.0,14.0,8.2,106.4,54.6,1984,6-9,Otis Thorpe,Center and Power Forward,225lb,225000.0,1985.0,1984.0
2931,78,91,LaSalle Thompson,82,2458,369,695,0.531,0,0,0.0,227,315,0.721,274,580,854,130,98,128,202,328,965,1559,0.64,0.49,1984-85,Kansas City Kings,KCK,"June 23, 1961",1.2,49.2,15.4,73.7,985.0,13.6,7.9,6.8,35.0,49.2,1982,6-10,LaSalle Thompson,Center,245lb,277000.0,1985.0,1984.0
2932,77756,104,Mark Olberding,81,2277,265,528,0.502,0,3,0.0,293,352,0.832,139,374,513,243,56,11,185,298,823,1139,1.31,0.3,1984-85,Kansas City Kings,KCK,"April 21, 1956",2.5,49.2,12.2,80.8,946.0,12.6,9.5,5.3,48.0,49.2,,6-8,Mark Olberding,Power Forward and Small Forward,225lb,375000.0,1985.0,1984.0
2933,77582,205,Joe Meriweather,76,1061,121,243,0.498,1,2,0.5,96,124,0.774,94,169,263,27,17,28,50,181,339,474,0.54,0.34,1984-85,Kansas City Kings,KCK,"October 26, 1953",0.9,51.1,33.3,68.7,670.0,12.7,8.1,5.6,27.6,51.1,1975,6-10,Joe Meriweather,Power Forward and Center,215lb,225000.0,1985.0,1984.0
2934,76317,230,Don Buse,65,939,82,203,0.404,31,87,0.356,23,30,0.767,21,40,61,203,38,1,45,75,218,348,4.51,0.84,1984-85,Kansas City Kings,KCK,"August 10, 1950",4.6,44.0,33.0,77.9,966.0,13.1,7.1,2.7,57.1,46.5,1972,6-4,Don Buse,Shooting Guard and Point Guard,190lb,130000.0,1985.0,1984.0
2935,78414,263,Peter Verhoeven,54,366,51,108,0.472,0,0,0.0,21,25,0.84,28,35,63,17,15,7,20,85,123,144,0.85,0.75,1984-85,Kansas City Kings,KCK,,,,,,,,,,,,,,,,,,,
2936,77697,281,Ed Nealy,22,225,26,44,0.591,0,0,0.0,10,19,0.526,15,29,44,18,3,1,12,26,62,89,1.5,0.25,1984-85,Kansas City Kings,KCK,,,,,,,,,,,,,,,,,,,
2937,77870,289,David Pope,22,129,17,53,0.321,0,1,0.0,7,13,0.538,9,9,18,5,3,3,7,30,41,21,0.71,0.43,1984-85,Kansas City Kings,KCK,,,,,,,,,,,,,,,,,,,
2938,78281,302,Dane Suttle,6,24,6,13,0.462,0,1,0.0,2,2,1.0,0,3,3,2,1,0,1,3,14,12,2.0,1.0,1984-85,Kansas City Kings,KCK,,,,,,,,,,,,,,,,,,,
2939,187,9,Terry Cummings,79,2722,759,1532,0.495,0,1,0.0,343,463,0.741,244,472,716,228,117,67,190,264,1861,1906,1.2,0.62,1984-85,Milwaukee Bucks,MIL,"March 15, 1961",1.9,48.4,29.5,70.6,1183.0,18.3,16.4,7.3,91.1,48.5,1982,6-9,Terry Cummings,Power Forward and Small Forward,220lb,410000.0,1985.0,1984.0
2940,77626,26,Sidney Moncrief,73,2734,561,1162,0.483,9,33,0.273,454,548,0.828,149,242,391,382,117,39,184,197,1585,1635,2.08,0.64,1984-85,Milwaukee Bucks,MIL,"September 21, 1957",3.6,50.2,28.4,83.1,767.0,18.7,15.6,4.7,90.3,50.9,1979,6-3,Sidney Moncrief,Point Guard and Shooting Guard,180lb,884000.0,1985.0,1984.0
2941,77879,48,Paul Pressey,80,2876,480,928,0.517,7,20,0.35,317,418,0.758,149,280,429,543,129,56,247,258,1284,1645,2.2,0.52,1984-85,Milwaukee Bucks,MIL,"December 24, 1958",5.1,48.5,22.2,74.9,724.0,15.5,10.6,3.9,49.0,49.1,1982,6-5,Paul Pressey,Small Forward and Shooting Guard,185lb,152000.0,1985.0,1984.0
2942,77034,100,Craig Hodges,82,2496,359,733,0.49,47,135,0.348,106,130,0.815,74,112,186,349,96,1,135,262,871,970,2.59,0.71,1984-85,Milwaukee Bucks,MIL,"June 27, 1960",2.5,46.1,40.0,82.8,695.0,11.8,8.5,1.3,27.2,51.6,1982,6-2,Craig Hodges,Point Guard and Shooting Guard,190lb,100000.0,1985.0,1984.0
2943,175,107,Alton Lister,81,2091,322,598,0.538,0,1,0.0,154,262,0.588,219,428,647,127,49,167,183,287,798,1221,0.69,0.27,1984-85,Milwaukee Bucks,MIL,"October 1, 1958",1.0,51.2,11.1,59.7,953.0,12.9,6.6,6.3,36.6,51.2,1981,7-0,Alton Lister,Center and Power Forward,240lb,150000.0,1985.0,1984.0
2944,77623,163,Paul Mokeski,79,1586,205,429,0.478,0,2,0.0,81,116,0.698,107,303,410,99,28,35,85,266,491,719,1.17,0.33,1984-85,Milwaukee Bucks,MIL,"January 3, 1957",0.7,45.1,21.6,69.4,694.0,8.9,4.0,3.4,13.5,45.3,1979,7-0,Paul Mokeski,Center,250lb,345000.0,1985.0,1984.0
2945,76887,167,Kevin Grevey,78,1182,190,424,0.448,8,33,0.242,88,107,0.822,27,76,103,94,30,2,55,85,476,397,1.71,0.55,1984-85,Milwaukee Bucks,MIL,"May 12, 1953",1.9,43.7,33.4,81.7,672.0,12.9,11.0,2.4,26.5,44.8,1975,6-5,Kevin Grevey,Shooting Guard and Small Forward,210lb,383000.0,1985.0,1984.0
2946,894,180,Ricky Pierce,44,882,165,307,0.537,1,4,0.25,102,124,0.823,49,68,117,94,34,5,63,117,433,456,1.49,0.54,1984-85,Milwaukee Bucks,MIL,"August 19, 1959",1.9,49.3,32.2,87.5,969.0,17.7,14.9,2.4,72.2,50.7,1982,6-4,Ricky Pierce,Point Guard and Shooting Guard,205lb,140000.0,1985.0,1984.0
2947,76247,187,Randy Breuer,78,1083,162,317,0.511,0,0,0.0,89,127,0.701,92,164,256,40,21,82,63,179,413,556,0.64,0.33,1984-85,Milwaukee Bucks,MIL,"October 11, 1960",0.9,46.7,0.0,62.8,681.0,13.2,6.8,4.4,20.9,46.7,1983,7-3,Randy Breuer,Center,230lb,167000.0,1985.0,1984.0
2948,76518,199,Charlie Davis,61,774,153,356,0.43,1,10,0.1,51,62,0.823,59,94,153,51,22,5,54,113,358,321,0.94,0.41,1984-85,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2949,76713,242,Kenny Fields,51,535,84,191,0.44,0,0,0.0,27,36,0.75,41,43,84,38,9,10,32,84,195,188,1.19,0.28,1984-85,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2950,76616,248,Mike Dunleavy,19,433,64,135,0.474,16,47,0.34,25,29,0.862,6,25,31,85,15,3,40,55,169,188,2.13,0.38,1984-85,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2951,76670,295,Chris Engler,11,82,8,20,0.4,0,0,0.0,5,9,0.556,12,18,30,0,2,5,2,5,21,40,0.0,1.0,1984-85,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2952,187,15,Terry Cummings,82,2669,681,1438,0.474,0,2,0.0,265,404,0.656,222,472,694,193,121,51,191,283,1627,1599,1.01,0.63,1985-86,Milwaukee Bucks,MIL,"March 15, 1961",1.9,48.4,29.5,70.6,1183.0,18.3,16.4,7.3,91.1,48.5,1982,6-9,Terry Cummings,Power Forward and Small Forward,220lb,633000.0,1986.0,1985.0
2953,77626,29,Sidney Moncrief,73,2567,470,962,0.489,33,103,0.32,498,580,0.859,115,219,334,357,103,18,174,178,1471,1535,2.05,0.59,1985-86,Milwaukee Bucks,MIL,"September 21, 1957",3.6,50.2,28.4,83.1,767.0,18.7,15.6,4.7,90.3,50.9,1979,6-3,Sidney Moncrief,Point Guard and Shooting Guard,180lb,884000.0,1986.0,1985.0
2954,77879,60,Paul Pressey,80,2704,411,843,0.488,8,44,0.182,316,392,0.806,127,272,399,623,168,71,240,247,1146,1659,2.6,0.7,1985-86,Milwaukee Bucks,MIL,"December 24, 1958",5.1,48.5,22.2,74.9,724.0,15.5,10.6,3.9,49.0,49.1,1982,6-5,Paul Pressey,Small Forward and Shooting Guard,185lb,242000.0,1986.0,1985.0
2955,894,62,Ricky Pierce,81,2147,429,798,0.538,3,23,0.13,266,310,0.858,94,137,231,177,83,6,107,252,1127,1104,1.65,0.78,1985-86,Milwaukee Bucks,MIL,"August 19, 1959",1.9,49.3,32.2,87.5,969.0,17.7,14.9,2.4,72.2,50.7,1982,6-4,Ricky Pierce,Point Guard and Shooting Guard,205lb,150000.0,1986.0,1985.0
2956,175,105,Alton Lister,81,1812,318,577,0.551,0,2,0.0,160,266,0.602,199,393,592,101,49,142,161,300,796,1154,0.63,0.3,1985-86,Milwaukee Bucks,MIL,"October 1, 1958",1.0,51.2,11.1,59.7,953.0,12.9,6.6,6.3,36.6,51.2,1981,7-0,Alton Lister,Center and Power Forward,240lb,300000.0,1986.0,1985.0
2957,77034,120,Craig Hodges,66,1739,284,568,0.5,73,162,0.451,75,86,0.872,39,78,117,229,74,2,89,157,716,754,2.57,0.83,1985-86,Milwaukee Bucks,MIL,"June 27, 1960",2.5,46.1,40.0,82.8,695.0,11.8,8.5,1.3,27.2,51.6,1982,6-2,Craig Hodges,Point Guard and Shooting Guard,190lb,115000.0,1986.0,1985.0
2958,76247,129,Randy Breuer,82,1792,272,570,0.477,0,1,0.0,141,198,0.712,159,299,458,114,50,116,122,214,685,946,0.93,0.41,1985-86,Milwaukee Bucks,MIL,"October 11, 1960",0.9,46.7,0.0,62.8,681.0,13.2,6.8,4.4,20.9,46.7,1983,7-3,Randy Breuer,Center,230lb,182000.0,1986.0,1985.0
2959,76713,175,Kenny Fields,78,1120,204,398,0.513,0,4,0.0,91,132,0.689,59,144,203,79,51,15,77,170,499,535,1.03,0.66,1985-86,Milwaukee Bucks,MIL,"February 9, 1962",1.0,47.4,18.8,73.3,184.0,11.7,6.2,2.5,4.2,47.5,1984,6-5,Kenny Fields,Small Forward,220lb,145000.0,1986.0,1985.0
2960,76518,183,Charlie Davis,57,873,188,397,0.474,3,24,0.125,61,75,0.813,60,110,170,55,26,7,50,113,440,425,1.1,0.52,1985-86,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2961,76822,232,Mike Glenn,38,573,94,190,0.495,0,0,0.0,47,49,0.959,4,53,57,39,9,3,18,42,235,227,2.17,0.5,1985-86,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2962,77946,240,Jerry Reynolds,55,508,72,162,0.444,1,2,0.5,58,104,0.558,37,43,80,86,43,19,52,57,203,243,1.65,0.83,1985-86,Milwaukee Bucks,MIL,"December 23, 1962",2.0,41.8,22.6,74.9,443.0,15.0,9.1,3.0,10.5,42.2,1985,6-8,Jerry Reynolds,Shooting Guard and Small Forward,200lb,175332.0,1986.0,1985.0
2963,77623,264,Paul Mokeski,45,521,59,139,0.424,0,0,0.0,25,34,0.735,36,103,139,30,6,6,25,92,143,210,1.2,0.24,1985-86,Milwaukee Bucks,MIL,"January 3, 1957",0.7,45.1,21.6,69.4,694.0,8.9,4.0,3.4,13.5,45.3,1979,7-0,Paul Mokeski,Center,250lb,370000.0,1986.0,1985.0
2964,77183,309,Earl Jones,12,43,5,12,0.417,0,0,0.0,3,4,0.75,4,6,10,4,0,1,7,13,13,13,0.57,0.0,1985-86,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2965,78030,318,Derrick Rowland,2,9,1,3,0.333,0,0,0.0,1,2,0.5,0,1,1,1,0,0,0,1,3,2,0.0,0.0,1985-86,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2966,187,21,Terry Cummings,82,2770,729,1426,0.511,0,3,0.0,249,376,0.662,214,486,700,229,129,81,172,296,1707,1850,1.33,0.75,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2967,894,33,Ricky Pierce,79,2505,575,1077,0.534,3,28,0.107,387,440,0.88,117,149,266,144,64,24,120,222,1540,1363,1.2,0.53,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2968,78149,67,Jack Sikma,82,2536,390,842,0.463,0,2,0.0,265,313,0.847,208,614,822,203,88,90,160,328,1045,1588,1.27,0.55,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2969,77034,98,Craig Hodges,78,2147,315,682,0.462,85,228,0.373,131,147,0.891,48,92,140,240,76,7,124,189,846,802,1.94,0.61,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2970,77879,98,Paul Pressey,61,2057,294,616,0.477,16,55,0.291,242,328,0.738,98,198,296,441,110,47,186,213,846,1146,2.37,0.59,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2971,77419,116,John Lucas,43,1358,285,624,0.457,46,126,0.365,137,174,0.787,29,96,125,290,71,6,89,82,753,780,3.26,0.8,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2972,76247,144,Randy Breuer,76,1467,241,497,0.485,0,0,0.0,118,202,0.584,129,221,350,47,56,61,100,229,600,674,0.47,0.56,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2973,77626,167,Sidney Moncrief,39,992,158,324,0.488,8,31,0.258,136,162,0.84,57,70,127,121,27,10,63,73,460,490,1.92,0.43,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2974,77946,181,Jerry Reynolds,58,963,140,356,0.393,6,18,0.333,118,184,0.641,72,101,173,106,50,30,82,91,404,399,1.29,0.61,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2975,76231,237,Dudley Bradley,68,900,76,213,0.357,13,50,0.26,47,58,0.81,31,71,102,66,105,8,34,118,212,311,1.94,3.09,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2976,76252,245,Junior Bridgeman,34,418,79,171,0.462,1,6,0.167,16,20,0.8,14,38,52,35,10,2,15,50,175,163,2.33,0.67,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2977,77623,256,Paul Mokeski,62,626,52,129,0.403,0,1,0.0,46,64,0.719,45,93,138,22,18,13,22,126,150,224,1.0,0.82,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2978,78192,261,Keith Smith,42,461,57,150,0.38,3,9,0.333,21,28,0.75,13,19,32,43,25,3,30,74,138,111,1.43,0.83,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2979,101,293,Scott Skiles,13,205,18,62,0.29,3,14,0.214,10,12,0.833,6,20,26,45,5,1,21,18,49,59,2.14,0.24,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2980,78481,303,Marvin Webster,15,102,10,19,0.526,1,1,1.0,6,8,0.75,12,14,26,3,3,7,8,17,27,47,0.38,0.38,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2981,76418,304,Don Collins,6,57,10,28,0.357,0,0,0.0,5,7,0.714,11,4,15,2,2,1,5,11,25,20,0.4,0.4,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2982,77527,307,Hank McDowell,7,70,8,17,0.471,0,0,0.0,6,7,0.857,9,10,19,2,2,0,3,14,22,32,0.67,0.67,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2983,76822,313,Mike Glenn,4,34,5,13,0.385,0,0,0.0,5,7,0.714,0,2,2,1,1,0,0,3,15,9,0.0,0.0,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2984,76992,317,Jerome Henderson,6,36,4,13,0.308,0,0,0.0,4,4,1.0,2,5,7,0,1,1,6,12,12,6,0.0,0.17,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2985,76990,319,Cedric Henderson,8,16,4,8,0.5,0,0,0.0,3,3,1.0,3,5,8,0,0,0,4,2,11,11,0.0,0.0,1986-87,Milwaukee Bucks,MIL,,,,,,,,,,,,,,,,,,,
2986,187,17,Terry Cummings,76,2629,675,1392,0.485,1,3,0.333,270,406,0.665,184,369,553,181,78,46,170,274,1621,1456,1.07,0.46,1987-88,Milwaukee Bucks,MIL,"March 15, 1961",1.9,48.4,29.5,70.6,1183.0,18.3,16.4,7.3,91.1,48.5,1982,6-9,Terry Cummings,Power Forward and Small Forward,220lb,1330000.0,1988.0,1987.0
2987,78149,34,Jack Sikma,82,2923,514,1058,0.486,3,14,0.214,321,348,0.922,195,514,709,279,93,80,157,316,1352,1785,1.78,0.59,1987-88,Milwaukee Bucks,MIL,"November 14, 1955",3.2,46.4,32.8,84.9,1107.0,17.3,15.6,9.8,112.5,47.1,1977,6-11,Jack Sikma,Center,230lb,1600000.0,1988.0,1987.0
